id,date_of_birth,number_dependants,credit_utilization,debt_to_income_ratio,monthly_income,number_open_credit_lines,number_open_loans,number_90_days_past_due,number_charged_off,score1,score2,target
13785,1983-10-06,0,0.1231263971244647,0.3660359862637493,2400,6,6,0,0,697,684,0
13786,1975-08-22,1,0.0640810011777327,0.1625666897180248,2200,4,1,0,0,694,576,0
13788,1977-11-21,0,0.0214970675137445,0.4751550019347891,2400,3,2,0,0,663,569,0
13789,1947-01-14,0,0.0046242604415206,0.3468763386922712,2100,5,2,0,0,598,567,0
13790,1981-03-11,0,0.0110637277439727,0.4496172962130896,2000,3,5,0,0,656,728,0
13791,1997-02-07,0,0.0374134748648162,0.2894564491499771,3000,7,5,0,0,625,813,0
13792,1964-03-13,1,0.0170595659994337,0.4286595092124773,2100,10,2,0,0,544,732,0
13793,1928-11-06,0,0.0202266332864741,0.3050637788845338,2000,7,2,0,0,806,740,0
13794,1979-10-25,0,0.0156469007373411,0.3762913268337651,2000,4,3,0,0,788,659,0
13795,1932-11-17,0,0.0939576766763886,0.4444234499220386,2400,6,1,1,0,810,509,0
13800,1992-01-29,0,0.0240252115864311,0.1540976817866217,2700,7,1,0,0,762,812,0
13801,1962-03-13,0,0.0686948243011595,0.1962070132440983,2000,9,1,0,1,585,655,0
13802,1985-02-20,0,0.0564244984334699,0.0883598297548776,2100,5,2,0,0,724,501,0
13803,1942-06-26,0,0.0304043911634017,0.5677384758669175,2200,2,1,1,0,528,571,0
13805,1946-08-25,0,0.0256173938899548,0.2727078162075141,2000,5,2,0,0,561,532,1
13806,1956-11-08,0,0.0731933051805441,0.4335009746045063,2200,8,4,0,0,750,630,0
13807,1940-12-31,0,0.0189918774670424,0.3247081359675074,2000,4,3,0,0,700,566,1
13808,1945-05-04,0,0.1335312169001097,0.1599390808026422,2400,3,1,0,0,603,605,0
13810,1935-03-31,0,0.0697506245858248,0.439403652082656,3000,5,3,0,0,566,661,0
13812,1964-10-05,0,0.0380434007567398,0.2959422944789983,2300,2,5,0,1,782,799,0
13813,1971-11-13,1,0.0416069319878691,0.4290744521417812,2300,2,0,1,0,832,796,0
13814,1936-08-14,0,0.0893128250917882,0.3609293183685346,2000,6,0,0,0,580,588,0
13816,1938-01-21,2,0.0158997714754028,0.3366507903972713,2100,2,1,0,0,559,552,1
13817,1933-08-31,1,0.071131224782604,0.3232006983020083,2600,3,6,0,0,710,709,0
13818,1954-05-26,1,0.140347358000184,0.1554305469730643,2100,4,1,0,0,612,623,1
13820,1969-10-24,0,0.0100530494372314,0.4967122996839493,2300,4,4,0,0,648,619,0
13821,1966-06-22,1,0.0743693284227727,0.4625404994259743,2200,5,1,0,0,727,625,0
13822,1942-07-11,0,0.0423557932726829,0.2556081358295361,2000,6,3,0,0,684,712,0
13823,1963-04-05,0,0.0591297472501801,0.6894568079225079,2700,4,1,0,1,541,773,1
13825,1934-08-06,0,0.0151606059592578,0.3716155777724243,2100,8,5,0,0,760,696,0
13826,1958-09-17,1,0.0519105616010052,0.2238033019963188,2000,6,3,0,0,616,753,0
13827,1969-12-29,1,0.1123316004613673,0.3578178350776786,2100,9,2,0,1,765,682,0
13828,1953-04-25,2,0.0052179084509469,0.2396324757886009,2500,8,2,0,0,704,538,1
13830,1932-08-04,0,0.0028925603977909,0.3440304821986393,2000,7,0,0,0,660,716,0
13831,1929-12-26,0,0.0588830309101516,0.2109196730832241,2300,3,4,0,1,640,579,0
13833,1976-01-03,0,0.0252016702825162,0.249054597197488,2000,4,3,0,0,693,633,0
13834,1992-07-25,1,0.0075946118770636,0.372544392335546,2900,6,3,0,0,631,580,0
13835,1970-05-16,2,0.0098948060993797,0.1962547025088644,2000,6,2,0,0,721,538,0
13836,1988-04-01,0,0.0059614549992492,0.3897572731309441,2600,4,1,1,0,532,696,0
13838,1974-12-20,2,0.0333544591453729,0.1745046199803399,2600,3,3,0,0,693,736,0
13839,1978-10-27,0,0.0102372482503167,0.2484692070925703,2000,5,3,0,0,544,809,0
13840,1970-11-17,1,0.0039865781191896,0.5155708196607135,3100,4,1,0,0,707,770,0
13841,1949-02-05,1,0.1158241209084292,0.3764034215896598,2100,3,1,0,0,779,748,0
13842,1929-02-19,0,0.032494814431033,0.2414506912723892,2100,9,0,0,0,533,526,0
13843,1977-07-22,0,0.0296762908473006,0.3856961809735681,2000,5,2,0,1,582,574,0
13844,1948-09-04,1,0.0459378871806688,0.4381421563919827,2200,2,1,0,0,645,815,0
13846,1991-03-09,0,0.02154765768414,0.3340482133283661,2400,8,1,0,0,629,741,0
13847,1993-10-30,1,0.1064460498545594,0.5125118327754605,2500,10,4,0,0,559,660,0
13848,1935-05-30,0,0.0496895141950762,0.54057766320101,2100,4,2,0,0,670,529,1
13849,1940-04-12,0,0.0507229987934474,0.3306624789296851,2300,7,0,0,0,592,583,0
13850,1947-12-22,2,0.0299175849699654,0.2689331132329903,2000,6,3,0,0,534,753,0
13852,1997-06-21,0,0.081862707814799,0.2060762447274116,2200,0,2,0,1,833,623,0
13853,1982-10-03,1,0.1140459870189324,0.4561703933986312,2300,4,4,0,0,782,520,0
13855,1946-08-17,1,0.0392518209601494,0.3561214303858871,2100,4,1,0,1,502,831,0
13857,1937-01-04,2,0.1200626701234406,0.2543882332872327,2000,3,2,0,0,503,737,0
13858,1945-03-27,0,0.0397032134923357,0.4857989579811001,3700,5,3,1,0,737,543,0
13859,1993-01-02,0,0.0209876055118311,0.3133668516700559,2200,5,1,0,0,837,736,0
13860,1986-04-18,1,0.1472016523198679,0.2649754402884221,2300,5,2,0,0,721,537,0
13862,1969-08-02,0,0.1769573385467272,0.4570342149640174,2300,5,3,0,0,669,520,0
13863,1992-09-04,1,0.0641307695833922,0.344904104646488,2700,6,2,0,0,823,582,0
13864,1979-07-06,1,0.0001042919434622,0.2610535766905995,3000,4,2,0,0,605,567,0
13865,1995-03-06,1,0.0071856693344663,0.3589066234786298,2000,3,3,0,0,516,746,0
13866,1992-03-24,0,0.1377140894707614,0.4009945868336128,2000,7,0,0,0,791,725,0
13867,1958-10-19,0,0.0763619024222003,0.342766887631581,2200,6,1,0,0,772,517,0
13868,1949-03-27,0,0.0178982512289153,0.5140898596059293,2300,3,2,0,0,617,711,0
13869,1990-07-21,0,0.0534919912285717,0.1912257151105729,2100,4,1,0,0,832,529,0
13870,1947-06-02,1,0.054907750952708,0.2155872280083053,2000,8,0,0,0,781,533,1
13871,1981-07-03,0,0.0768151730158076,0.3447176437226194,2700,6,1,0,1,698,576,0
13872,1931-07-06,0,0.0259593611244222,0.3851087010328665,2300,11,2,1,0,584,816,0
13873,1931-06-01,1,0.0068495094713375,0.3137004080075962,2500,3,1,0,0,647,830,0
13874,1980-08-14,0,0.0004808077042233,0.3194519692074886,2000,2,1,0,0,576,702,0
13878,1939-03-31,0,0.039438671512561,0.2420244203717835,3700,12,2,0,1,746,776,0
13879,1951-12-27,0,0.014600266451137,0.4940427053346876,2100,8,3,1,0,644,724,0
13881,1928-12-31,1,0.0379498371116521,0.3063036009712195,2000,1,4,0,0,613,743,0
13882,1983-08-08,0,0.020441577937047,0.1986519540220065,2700,4,2,0,0,657,728,0
13883,1966-01-21,0,0.0281642255449128,0.2182108537190642,2000,8,3,0,0,714,793,0
13884,1972-08-08,0,0.0434066184251751,0.3855127363228059,2200,6,2,0,0,831,639,0
13885,1977-04-03,1,0.0883068376820102,0.1866237166444546,2300,8,4,0,0,502,560,0
13886,1954-10-02,0,0.0106563288250228,0.4046416529854612,2000,2,0,0,0,836,720,0
13889,1951-07-24,1,0.0063400458148882,0.4092747393043184,2200,7,2,0,1,704,799,0
13890,1950-05-08,1,0.0518094913484818,0.2365045541197911,2000,4,1,0,0,806,650,0
13891,1990-05-19,4,0.0850674156906427,0.2609584800573829,2100,6,1,0,1,661,578,0
13892,1960-11-23,0,0.0809863348952453,0.2953603748010253,2200,5,2,1,0,726,618,0
13893,1996-09-27,0,0.0359437312625929,0.4111907299894632,2300,4,1,0,0,547,582,0
13896,1949-07-26,0,0.0176930873093911,0.2789496936740152,2100,2,3,0,0,699,698,0
13897,1989-11-30,1,0.0007643012477519,0.4685259326540147,2000,6,1,0,0,595,568,1
13899,1993-11-24,0,0.0096068304012117,0.380595478553537,2300,4,1,0,0,771,649,0
13900,1985-05-02,1,0.0542291409979433,0.4163731309634608,2300,4,2,0,0,647,681,0
13901,1961-02-28,1,0.0101843820265754,0.2402634850967101,2100,7,2,0,1,776,771,0
13902,1978-03-13,0,0.0419978018002013,0.4485834852951834,2000,5,2,0,0,691,690,0
13904,1934-07-16,1,0.0668122311820197,0.2259334559363068,2000,6,0,0,1,794,501,0
13906,1943-10-01,0,0.0297562052557994,0.3304045423628171,2000,5,2,0,1,594,557,1
13907,1963-07-24,2,0.0136510282016644,0.3538335665390304,2100,4,1,0,0,514,739,0
13908,1940-07-11,0,0.020550733717534,0.2862463928031742,2400,5,1,1,0,574,822,0
13909,1998-12-11,1,0.0118697275265793,0.3731358582620217,2000,4,4,0,0,607,692,1
13910,1989-10-04,0,0.2652873150112624,0.4045204178152283,2300,3,1,0,0,676,547,0
13911,1980-06-27,0,0.0028752398688672,0.2663764605164426,2000,5,2,0,0,706,657,0
13912,1955-05-21,0,0.0401587213826312,0.2930213537482961,2000,5,1,0,0,571,836,0
13913,1982-05-07,1,0.0512417014844815,0.3092039007126817,2500,5,1,0,0,759,764,0
13914,1981-07-18,0,0.0504680343691214,0.3809043767045793,2500,5,1,0,0,758,536,0
13916,1996-02-09,0,0.0188209850487781,0.3878255823560383,2600,7,2,0,0,558,823,0
13919,1981-05-01,2,0.0995310254694659,0.3977784981856044,2900,5,0,0,0,670,689,0
13921,1985-03-19,0,0.0066955953835441,0.4302561136429574,2100,11,3,0,0,609,564,0
13922,1976-05-03,0,0.0530727225345574,0.4751050996125339,2200,6,1,0,0,783,725,0
13923,1993-09-19,0,0.0247010712093513,0.3069421375344394,3000,6,1,0,0,758,505,0
13924,1968-12-02,0,0.0121494412340983,0.4549024154800063,2200,6,1,0,0,780,696,0
13927,1971-04-07,1,0.0866546797790973,0.2901949221318117,3000,7,2,0,0,649,637,0
13928,1950-10-25,0,9.863534857644349e-07,0.4463451161022906,2000,6,7,0,0,551,683,0
13930,1970-08-14,0,0.0078907750884389,0.373742469322479,2300,2,3,0,0,605,804,0
13932,1957-03-12,0,0.0006856193349128,0.2296355830654529,2100,5,0,0,0,808,617,0
13935,1969-10-10,1,0.0788826208114633,0.5491267072750924,2500,4,1,0,0,729,575,0
13936,1939-06-15,1,0.0575725408711217,0.427114921054113,2300,4,3,0,0,765,644,0
13937,1978-01-20,0,0.0124140225488965,0.4992072684422518,2100,9,3,0,1,612,632,0
13938,1976-10-26,0,0.0267400119639237,0.2552482713410881,2100,1,4,0,0,543,608,0
13939,1949-07-29,0,0.0705426808303015,0.5749700665215515,2200,5,3,0,0,822,592,0
13940,1961-06-05,0,0.0516190710490664,0.1148958029526032,2100,3,2,0,0,739,621,1
13941,1989-09-11,0,0.0070413348047343,0.29497727695933,2900,3,3,2,0,639,823,0
13942,1966-12-05,0,0.0068843681853654,0.5302530108245997,2000,5,1,0,0,597,665,0
13943,1959-08-12,1,0.0037847943678912,0.4638390211526826,2900,6,4,0,0,837,673,0
13944,1953-02-03,1,0.0661749703585497,0.2353322720264419,2000,8,0,0,0,800,738,0
13945,1933-10-13,0,0.0041342956924499,0.5185704148830016,2900,3,2,0,0,663,620,0
13946,1983-10-04,0,0.0833437129713233,0.2219827425661054,2100,6,4,0,0,806,817,0
13947,1973-07-02,1,0.0134587141550662,0.3257396066809467,2400,8,1,0,0,746,780,0
13949,1944-06-17,0,0.001926731943509,0.3977589792492355,2400,1,1,0,0,537,540,0
13950,1970-04-13,0,0.1705753701503241,0.2841439000741559,2000,4,1,0,0,669,819,0
13952,1972-08-07,0,0.0085103538345356,0.281210101583103,2400,5,3,0,0,541,643,1
13953,1987-12-05,0,0.0092194221696156,0.649153640919675,2800,6,1,0,0,571,635,0
13954,1979-01-25,1,0.1126040840035867,0.2628314082338218,2100,4,2,0,0,752,753,0
13955,1983-05-13,1,0.1221329273322039,0.1633626064780295,2200,6,0,1,0,525,634,0
13956,1973-11-27,0,0.0210297315053155,0.2291795662225672,2200,6,2,0,0,510,702,0
13958,1981-04-08,0,0.1603971086901561,0.4958381344570175,3200,7,2,0,0,590,784,0
13959,1965-07-29,2,0.1235269634274854,0.2780956009503504,2100,5,4,0,0,583,679,0
13960,1976-05-12,0,0.0016751144058951,0.3933742607802969,2100,6,1,0,0,591,536,0
13961,1958-02-10,1,0.1156726629616097,0.4602536124948422,2400,4,1,0,0,620,535,0
13962,1946-11-04,0,0.0263859385063354,0.3330637164042284,3000,4,0,0,0,685,732,0
13963,1931-12-05,0,0.1119726369092608,0.3674845615777861,2100,2,5,1,0,657,838,0
13964,1972-07-12,1,0.0877437365140413,0.4745510500122817,3000,3,0,0,0,824,576,0
13965,1990-09-13,0,0.0125081606022448,0.2487327867795586,2900,7,2,0,0,586,560,0
13966,1963-10-04,0,0.0693071570486063,0.1051519086657692,2300,4,2,0,0,758,580,0
13968,1957-06-23,1,0.0275735699892985,0.1741297162996678,2400,8,2,0,0,718,611,0
13969,1964-05-13,0,0.0748689357497218,0.1996230726049346,2100,3,1,0,2,654,729,1
13970,1974-07-06,0,0.1287344871434,0.4333233109299388,2100,6,2,1,0,776,584,1
13971,1953-03-18,0,0.0324359335978799,0.309815171024999,2100,9,4,0,0,580,769,0
13972,1955-05-06,0,0.0366068627996854,0.2479917619575207,2700,4,1,0,0,578,526,0
13974,1976-12-25,0,0.0879456602873424,0.2428034522587268,2100,8,1,0,0,758,692,0
13975,1980-06-23,0,0.0077807501497412,0.3081080039297718,2100,5,4,0,0,618,611,0
13976,1991-12-07,1,0.0564697145424751,0.4717836847416459,3000,2,1,0,1,739,765,0
13978,1994-09-13,2,0.0272589032185695,0.2180620178590872,2100,8,5,0,1,649,608,0
13981,1948-08-16,0,0.1598801743965135,0.2189292776477311,2200,7,5,1,1,650,601,0
13983,1945-01-19,0,0.0222594710908631,0.3178786399803327,2800,4,1,0,0,647,632,0
13985,1971-02-11,0,0.0041109983559705,0.3271452272638237,2000,5,2,0,0,546,522,0
13986,1997-10-25,2,0.0403524882692424,0.5626106208686823,2000,8,0,0,0,743,696,0
13987,1956-09-11,1,0.0245907083965268,0.3875314040033918,2000,5,1,0,0,716,598,0
13988,1987-10-24,1,0.057099961983926,0.3153910517972033,2200,10,1,0,0,566,656,0
13989,1956-11-24,1,0.0367216076032189,0.4185465154449477,2100,7,4,0,0,569,697,0
13990,1945-06-20,0,0.0081471849764519,0.3498648543126398,2400,6,2,0,1,640,723,0
13991,1976-06-24,0,0.0745526514247995,0.2991653200368239,2200,3,0,0,0,528,700,0
13992,1950-09-29,0,0.0193061701393459,0.3097501647488629,2300,6,3,0,0,725,763,0
13993,1986-02-14,2,0.210220398551312,0.5430036192145575,2700,8,2,0,1,825,546,0
13994,1962-03-26,0,0.0079292693526784,0.3066766378045364,2400,2,3,0,1,653,724,0
13995,1948-10-23,-1,0.0202383583840623,0.4009607848625618,2000,4,1,0,0,548,650,0
13996,1929-11-02,1,0.0688570484604188,0.4499357886275786,2000,4,3,0,0,750,633,0
13997,1993-11-29,0,0.003256067785228,0.3902606444521613,2000,8,3,0,0,777,617,0
13998,1969-05-20,2,0.0628505381978136,0.1868910320567787,2100,3,4,1,1,748,752,0
13999,1942-01-17,0,0.0583417349434942,0.4666888447689606,2000,3,2,0,0,560,705,0
14000,1933-02-10,0,0.018967401281185,0.2670556477158629,2700,7,3,0,1,613,835,0
14001,1948-05-15,0,0.0747688517697919,0.3475842392274652,2200,8,1,0,0,652,621,0
14002,1973-01-22,0,0.0844810534921488,0.2129490821149467,2100,2,2,0,0,781,745,0
14003,1937-04-11,0,0.0052372305898929,0.3996394261474448,2300,10,2,0,0,685,670,0
14004,1996-03-07,0,0.1731170605698071,0.5970680051327499,2100,2,1,1,0,756,717,0
14005,1967-10-25,0,0.0447082715474521,0.1892044279398825,2400,5,4,0,1,524,577,0
14006,1975-03-31,0,0.0123238913315479,0.205828082985002,2700,2,3,0,0,565,640,0
14007,1977-09-19,1,0.0031639115079365,0.1047388005056463,2100,3,2,0,0,755,748,0
14008,1958-03-21,4,0.0049675158873707,0.1568297968307399,2700,9,2,0,0,674,628,0
14009,1937-11-11,3,0.0189413752428869,0.3659722554628607,2800,5,3,0,0,605,788,0
14010,1931-10-14,1,0.0451721883635845,0.5052793087749002,2700,3,3,0,0,835,729,0
14013,1945-08-29,0,0.0401629118815305,0.2297244797136712,2000,6,1,0,0,530,593,0
14014,1958-11-21,0,0.0123581553158362,0.2885133976133061,2000,2,0,0,0,752,679,0
14015,1991-03-12,0,0.1009186807387044,0.3003135574636031,2400,3,0,0,0,819,601,0
14016,1994-06-26,2,0.0781395607446177,0.1714591132612226,2200,8,2,2,0,748,662,0
14017,1978-01-13,1,0.0457170546343622,0.1209971752565511,2000,1,2,0,0,597,837,1
14019,1959-10-19,0,0.087614800015677,0.2555263312557834,2400,2,1,0,0,572,600,1
14020,1932-04-29,0,0.0404079721052755,0.4108188744213359,2400,4,2,0,0,580,803,0
14021,1962-04-11,1,0.0096326084969495,0.3720462162912595,2300,5,3,1,0,751,569,0
14022,1992-08-20,1,0.0457314937374256,0.1322974509443675,2000,5,0,0,0,788,788,0
14024,1937-02-05,0,0.0128845294661459,0.378940587916936,2100,8,4,0,0,578,752,0
14025,1962-10-28,0,0.0137437850703903,0.4136094432256944,2300,4,3,0,0,722,819,0
14026,1975-12-06,0,0.0714337984401385,0.239898655424751,2100,2,4,0,0,664,578,1
14027,1943-06-15,1,0.0147551604145695,0.1528683213365919,2000,8,2,0,0,834,823,0
14028,1975-11-03,1,0.0981917453618412,0.2950827902210502,2300,5,1,0,0,676,795,0
14029,1983-08-16,1,0.0306100286039322,0.2997808557327966,2500,5,2,1,0,616,543,0
14030,1947-09-11,1,0.0535480469858197,0.1607949228483711,2600,6,2,0,0,706,796,0
14031,1950-10-11,0,0.0251169504124147,0.5500891745751949,2700,1,1,1,0,529,533,0
14032,1930-04-08,0,0.0271254764175886,0.2710146943996484,2100,4,0,0,1,562,658,0
14033,1993-06-27,0,0.0708270873658217,0.2170300106934567,2100,4,1,0,0,745,578,0
14034,1997-02-18,0,0.1178294749680049,0.2585909588569891,2500,7,4,0,1,645,713,0
14035,1993-12-11,0,0.0229361634524772,0.5286284622580382,2200,5,3,0,0,590,746,0
14036,1952-07-15,1,0.0160380583917119,0.2421214285182581,2000,4,2,0,0,751,521,0
14037,1977-01-30,0,0.0591049214600787,0.2253449875640512,2600,5,2,0,0,519,517,0
14038,1957-04-28,0,0.0244275076425754,0.3681122612815673,2300,2,3,0,0,521,552,0
14039,1934-02-24,0,9.71054301315796e-06,0.3875794467519657,2200,5,1,0,0,753,613,0
14042,1969-07-12,0,0.199084522904527,0.2903039920479904,2000,4,3,0,1,698,718,0
14044,1945-01-22,1,0.1041945484746526,0.3650544281674364,2200,5,1,0,0,716,707,0
14045,1949-03-26,0,0.0218600778449185,0.3762978959837855,2700,7,1,1,0,592,670,0
14046,1945-08-20,1,0.0431589462608442,0.4401178066515055,2600,5,1,0,0,691,745,0
14047,1934-12-30,0,0.0621970627248012,0.4040630439833587,2400,5,2,0,0,820,836,0
14048,1937-03-09,1,0.0430759550147103,0.4032488233304995,3200,9,1,0,0,828,666,0
14049,1978-11-12,0,0.0031449312640766,0.5480939260872273,2100,0,2,0,0,555,637,0
14050,1997-07-21,0,0.0485529968661625,0.2736389053727923,2200,5,1,0,0,573,514,1
14051,1959-10-03,1,0.0182575316708823,0.2412328141135966,3200,6,1,0,0,798,650,0
14052,1970-02-24,0,0.0057305399763779,0.197198366953744,2000,4,2,0,0,780,685,0
14053,1956-07-11,3,0.0151691891127241,0.3467866168399662,2100,7,3,0,0,828,521,0
14054,1943-03-29,0,0.0626002341197246,0.2156950977025068,2200,4,0,0,0,541,789,1
14055,1971-05-13,0,0.0689130710435947,0.3093371054122891,3100,8,0,0,0,642,510,0
14057,1957-11-24,0,0.0528233135291234,0.3370974441959051,2200,5,3,0,0,728,636,0
14059,1943-03-11,0,0.032194671953699,0.4494803070754775,2400,6,1,0,0,767,685,0
14060,1953-03-11,1,0.095947002444949,0.341331238851396,2000,6,5,0,0,619,778,0
14061,1977-12-30,1,0.0093670598091665,0.3630846290666973,2000,1,2,0,0,771,646,0
14062,1968-01-14,0,0.0116769741359467,0.4893253964221595,2200,8,2,0,1,561,759,0
14064,1970-09-15,1,0.0303401077868805,0.426153585715446,2000,1,4,0,0,663,760,0
14065,1982-06-29,0,0.0562996782343689,0.0987449757355139,2200,7,2,0,0,564,616,0
14066,1932-10-30,1,0.0213521604670197,0.2569906888521047,2100,7,1,0,0,553,625,0
14068,1949-01-16,0,0.0315059810328613,0.3211841410480141,2000,4,2,1,0,724,569,0
14071,1938-08-31,0,0.0877610802378411,0.3495854019718976,2900,3,5,0,0,636,671,0
14072,1945-08-20,0,0.0447760719174846,0.3733639167119624,3100,7,1,0,0,825,819,0
14073,1950-07-16,1,0.0445463108416402,0.4457940297891025,2400,6,3,0,0,695,504,0
14075,1980-11-14,0,0.0175755470204404,0.3366608427960421,2000,3,1,0,1,687,634,1
14077,1991-12-08,1,0.0008301845369585,0.4175711564244395,2100,4,2,0,1,653,714,0
14079,1944-01-06,1,0.0083963970997966,0.4620315112716732,2600,6,1,0,0,530,605,0
14080,1985-11-28,1,0.01642426748764,0.5615100998371513,2000,3,0,0,0,666,762,0
14081,1986-11-04,2,0.0190138095689282,0.3823755527060941,2100,7,0,0,0,707,752,0
14082,1940-12-06,0,0.018284606456632,0.1603435422144898,2300,6,0,0,0,779,564,0
14083,1971-06-12,0,0.0309831176928457,0.3044683327426852,2400,3,1,0,0,618,501,0
14084,1976-07-08,0,0.1357950734729547,0.2809887685173838,2600,8,1,0,0,669,610,0
14085,1994-11-27,1,0.0199560501149528,0.3535469605517755,2600,5,2,0,0,535,767,0
14086,1948-02-29,2,0.0291000198924816,0.4014755683406745,2300,7,3,0,0,668,549,0
14087,1956-04-06,2,0.004471494451727,0.1912433158047866,2000,5,2,0,0,607,673,0
14088,1957-07-23,2,0.0237954842782218,0.3861217335484812,2400,6,1,0,0,724,561,0
14089,1939-05-14,0,0.0211718424540699,0.4015469197973248,2100,2,2,0,0,783,592,0
14090,1937-08-07,0,0.008855176653591,0.4043083167939439,2100,2,1,0,0,704,703,0
14091,1974-11-19,3,0.0715444467215336,0.2863129870510671,2000,7,4,0,0,610,506,0
14093,1992-07-06,0,0.0168417300781091,0.3324226588798279,2500,7,2,0,0,832,794,0
14094,1936-03-26,0,0.0311157152510826,0.2564866148105206,2200,4,2,0,0,745,598,0
14095,1953-07-30,0,0.014601770504127,0.3005548729391861,2300,3,0,0,0,646,690,0
14097,1951-04-25,1,0.0071724351844668,0.5581133273011305,2200,7,1,0,0,803,671,0
14098,1989-01-05,1,0.0171034442352892,0.1982211900420952,2200,7,3,0,0,665,573,0
14099,1969-02-26,0,0.0127402134930573,0.3081730495325819,2100,5,1,0,1,648,764,0
14100,1990-01-06,2,0.0078256709732728,0.3943905841752999,2000,1,1,0,0,760,567,0
14102,1981-05-19,0,0.0097393440465552,0.6227247981974524,2100,4,4,0,0,546,646,0
14103,1953-08-27,2,0.0937433708738938,0.3057720371345646,2500,3,3,0,0,728,757,0
14104,1971-10-06,1,0.0654664672448728,0.2919878930896878,2100,3,2,0,1,821,776,0
14106,1935-09-04,0,0.1808051545373368,0.2825024968457803,2100,3,2,0,0,629,710,0
14108,1947-01-22,0,0.0050197819844272,0.4923357993516416,2000,7,1,0,0,821,729,1
14109,1933-01-09,1,0.0930140470371932,0.508579419220823,2100,4,1,0,0,531,544,0
14110,1930-12-14,1,0.1627046829796495,0.4915002928665199,2000,3,1,1,0,511,733,0
14112,1948-11-08,0,0.0493728441428597,0.4977422277959368,2300,2,3,0,1,501,816,0
14113,1951-06-09,1,0.0256665960557759,0.2481634417521381,2500,6,3,0,0,672,591,0
14115,1958-12-10,1,0.0215838162197816,0.2985193712579002,2100,8,3,0,0,624,683,0
14116,1951-04-08,0,0.0670164107606084,0.6028758121608749,2100,2,4,0,0,522,825,0
14118,1970-01-15,0,0.0274212343087345,0.4137976940624427,2000,8,0,0,0,681,839,0
14119,1985-01-24,0,0.1464689586691321,0.350357475632286,2000,3,4,0,0,532,598,0
14121,1975-02-05,0,0.0084795541862204,0.5556449300133653,2100,2,2,0,0,609,622,0
14122,1960-04-10,0,0.0500123200455343,0.1835036217131232,2700,3,4,0,0,645,709,0
14123,1936-12-17,2,0.0149462040990491,0.2493848128233178,2100,2,3,0,0,663,587,0
14124,1986-10-30,2,0.0052855978041987,0.3006814643183361,2700,5,3,0,0,580,709,0
14126,1960-10-14,0,0.0848772412997399,0.1465072708788329,2200,7,0,0,0,576,810,0
14127,1942-02-04,0,0.0035347338968252,0.2384762032045511,2100,2,0,0,0,801,609,0
14129,1943-05-03,1,0.1823492729708908,0.335510672493916,2000,1,2,0,0,568,798,0
14130,1936-06-23,1,0.0476583054627216,0.3787861824497061,2200,4,5,0,0,663,516,0
14132,1938-11-01,1,0.0059207173391279,0.171469129228149,2500,8,0,0,0,631,529,0
14133,1961-09-29,0,0.0178183905221883,0.3616215172584125,2200,12,4,0,0,754,536,1
14134,1932-10-06,1,0.075489600362648,0.4045624914646751,2000,3,2,1,0,839,693,0
14135,1936-07-24,0,0.020321232146838,0.3611345260822827,2300,7,3,0,0,771,639,0
14136,1949-09-04,2,0.0282726028024095,0.3732335515429386,2100,4,2,0,0,664,639,0
14137,1976-05-27,0,0.1390557081322443,0.5023146851353274,2400,5,3,1,0,571,572,0
14138,1993-08-24,0,0.0451957381137432,0.2479938077340752,2100,6,0,1,0,608,820,0
14139,1956-08-21,0,0.0047518234672749,0.2184813489936298,2000,12,2,0,0,547,734,0
14140,1995-01-18,1,0.0461649649828354,0.2048920034359215,2000,5,2,0,0,683,583,0
14141,1959-10-27,3,0.0225158256511051,0.2716445348246643,2000,5,2,0,0,821,834,0
14142,1966-12-10,1,0.0066988249488971,0.3817659645037407,2200,2,2,0,0,675,735,0
14143,1963-02-08,0,0.0751323740103207,0.386477481966645,2700,6,2,0,0,667,709,0
14145,1950-10-25,1,0.1028302435262641,0.3652245998688723,2100,7,1,0,0,645,576,0
14147,1978-09-21,0,0.0691440924353268,0.3550147082418735,2000,4,2,0,1,551,644,0
14149,1938-10-15,0,0.2102578525499922,0.2714474994625452,2400,3,1,0,1,555,661,0
14150,1986-06-03,2,0.1011992639584684,0.2684813596080149,3500,7,3,0,0,522,509,0
14152,1994-03-05,2,0.0383971117119505,0.0502638916795126,2300,8,1,0,0,700,526,0
14154,1960-04-29,1,0.0172569944959341,0.4435400437288685,2200,5,2,0,0,613,786,0
14155,1962-07-14,1,0.0057607815935442,0.3381561391300181,2200,3,3,0,0,684,567,0
14156,1990-01-17,1,0.0814266178748433,0.3659998266149027,2600,6,0,1,1,625,594,0
14157,1996-02-19,0,0.0215785959961271,0.3443718871036713,2300,7,0,0,1,640,639,0
14158,1946-06-23,0,0.0026896676420417,0.2638733782367695,3300,13,2,0,0,532,598,0
14159,1979-03-04,0,0.0090190825149748,0.2910035603922806,2200,4,2,1,0,613,745,0
14160,1956-03-25,-1,0.0223409980446517,0.4465966544428527,2400,3,4,0,0,727,786,0
14161,1945-05-02,1,0.2589323263526377,0.3780734616820355,2100,4,4,1,0,660,534,0
14162,1959-07-09,0,0.0154371761041245,0.4057057993827627,2300,3,0,0,0,695,804,0
14163,1949-07-20,1,0.0975581018721191,0.1682288306369332,2100,6,2,0,0,540,559,1
14164,1992-06-21,0,0.0383864021271743,0.5328757432698914,3500,3,2,0,0,529,827,0
